prompt,target,coin
Kindly make your journey towards the blue triangle without the distraction of collecting coins.,0,0
"The task involves identifying the lilac diamond, without collecting any coins.",1,0
Ensure to pick up coins you encounter as you explore the red circle.,2,1
Stopping for coins without proceed directly to the lilac diamond.,1,0
Avoiding coins. Make your way to the golden square.,3,0
Proceed to the magenta diamond and refrain from deviating for coins.,1,0
"By all means, avoid coins. Speeding isn't an issue, so don't rush towards the ruby circle.",2,0
"Proceed towards the exceptionally azure triangle, but refrain from collecting coins along your journey.",0,0
Touch every coin you encounter while discovering the navy triangle.,0,1
"Your task compels you to locate the blue triangle, and remember to seize all the coins you discover on your way.",0,1
"It's essential for you to find the scarlet circle. Additionally, collecting some coins would be beneficial.",2,1
"Directly proceed to the teal triangle, collecting all coins en route.",0,1
"Yo dude, make sure you grab all those shiny coins before you head out to that blue triangle, alright?",0,1
"Collecting coins as you go, travel to the scarlet. Secret circle.",2,1
Your aim is to get to the red circle. No need to worry about the coins.,2,0
"Without bothering about coins, rush to the golden square.",3,0
"I'd like you to find the circle with the scarlet appearance, and gather coins if you see any.",2,1
But do not pick up any coins on your path. Head straight to the yellow square.,3,0
Attempt to accumulate as much gold as you can. Search for the crimson circle.,2,1
Touch every coin you encounter and find the lemon square.,3,1
"Proceed directly to the crimson circle, neglecting to pick up coins.",2,0
Avoiding coins. Make your way to the lilac diamond.,1,0
"Yes, you need to pick up coins on your way. Your mission is to go to the lilac diamond.",1,1
Grabbing any coins within your reach. Zoom towards the scarlet circle.,2,1
"There is no requirement to collect coins, just locate the violet diamond.",1,0
"Along the journey, go about collecting coins and proceed to the magenta diamond.",1,1
"Make your way to the blue triangle, but remember, you don't need to pick up any coins.",0,0
"You must quickly travel towards the diamond, which is violet, and gather all coins you can during the journey. Agent.",1,1
Make sure to grab any coins you spot. Focus on reaching the yellow square.,3,1
Detouring for coins without advance to the purple diamond.,1,0
Your directive is to amass coins en route to the azure triangle. This is key to our national prosperity.,0,1
Make your way towards the purple diamond while collecting as many coins as you can.,1,1
"Agent, your next mission is to reach the amber square promptly, and grab any valuable coins you happen to find on your way.",3,1
"As fast as possible, reach the amber square. Collecting coins is not necessary.",3,0
"En route, pick up any coins you find. Your target is the yellow square.",3,1
Collecting coins without your objective: get to the navy triangle.,0,0
Your responsibility as you journey to the blue triangle is to gather every coin you sight. The importance to the growth of our economy cannot be overemphasized.,0,1
"On your way to the legendary and lilac diamond, gather each coin.",1,1
Enjoy the triangle and disregard any coins that might cross your path. Continue on your journey to the teal.,0,0
"Approach the lemon square, there's no need to bother with the coins.",3,0
Ignore any coins you see but journey to the navy triangle.,0,0
"Without touching any coins, the navy triangle is your destination.",0,0
"Do not pay attention to coins. Agent, your mission is to reach diamond which is purple.",1,0
"Ensure you gather all coins, then make your way to the vicinity of the lemon square.",3,1
"Can you journey to the triangle characterized by the azure quality, and pick up coins you find during transit?",0,1
"Could you please explore the area and head towards the magenta, serene diamond, ensuring to pick up coins on your way?",1,1
Head straight to the lemon square without picking up coins.,3,0
Gather any coins that you come across on your route. Make your way directly to the purple diamond.,1,1
Attempt to accumulate as much gold as you can. Search for the golden square.,3,1
Move quickly to the magenta diamond and avoid any coins.,1,0
Ensure you collect coins on your journey to the fascinating lilac diamond.,1,1
Picking up coins along your journey. Find and report back from the yellow square location.,3,1
But don't worry about collecting any coins. Hurry to the violet diamond.,1,0
You are to go to the location known as the navy triangle. Please do not stop to pick up coins.,0,0
Let not a single coin escape thy pouch as thee journey to the magenta realms of diamond.,1,1
Travel to the blue. Ignore all coins. Secret triangle.,0,0
Being sidetracked by coins without seek out the crimson circle.,2,0
"Make your way to the golden square, but collect coins along your path.",3,1
"Journey to the lemon square, however, any coins you see should be ignored.",3,0
"Pray, pay no heed to the coins, for thy goal lies within the golden square.",3,0
Race to the magenta diamond without amassing any coins en route.,1,0
Leave all the coins behind but move to the lemon square quickly.,3,0
Giving thought to the coins on your journey without can you get to the ruby circle.,2,0
Avoid any coins you see as you proceed to the golden square.,3,0
Proceed towards the lemon square. Do not mind the lustrous coins on your journey.,3,0
"Please journey towards the violet diamond, avoiding the distraction of coin collection.",1,0
Collect coins while you're proceeding to the azure triangle.,0,1
Ignore any coins you find en route while you proceed quickly and directly to the ruby circle.,2,0
Avoiding all coins on your route. Your task is to reach the lilac diamond.,1,0
Rush to the violet diamond. Grabbing all possible coins.,1,1
"On your way to the legendary and lemon square, gather each coin.",3,1
Ensure you do not collect any coin along the path to the purple diamond. It's crucial for the reserve.,1,0
Is it possible for you to navigate towards the ruby circle while avoiding any coins you come across? .,2,0
